200364,0,15,2,14,1,12,3,23,18,15,11,3,2,15,18,12,8,15,9,8
73100,0,3,15,14,2,8,15,9,18,8,1,13,8,1,12,3,27,26,23,18
134560,0,12,3,28,23,21,2,3,15,14,2,13,18,1,12,3,26,18,11,3
22751,0,9,12,12,9,3,9,3,9,12,17,3,6,64,12,12,9,3,15,12
166060,0,3,15,12,15,18,3,15,3,15,2,14,13,12,3,27,26,10,18,15
23868,0,38,9,6,9,3,3,25,2,25,3,3,12,9,9,3,12,9,12,17
205305,0,64,18,15,3,9,12,12,9,12,12,9,3,21,9,12,3,12,3,9
100375,0,36,3,14,15,13,12,3,26,23,8,9,8,15,1,8,8,9,15,8
58368,1,12,3,6,3,3,9,25,25,6,3,2,3,32,25,25,9,3,6,3
63733,0,3,15,18,12,3,9,12,3,15,9,2,14,12,3,2,2,2,2,2
134380,1,8,1,8,9,15,8,8,9,8,15,1,8,3,12,9,9,12,3,14
125337,0,12,3,103,64,12,18,12,18,15,12,18,15,18,18,18,18,18,18,12
143547,0,18,64,12,6,3,12,9,12,9,3,12,9,3,3,21,9,2,2,12
78728,0,15,3,2,14,18,12,3,28,23,10,18,9,15,11,3,14,12,64,15
25172,0,9,12,18,15,64,15,12,18,15,18,12,12,18,15,12,18,12,15,18
63483,0,1,9,12,2,2,2,9,1,15,8,18,64,6,3,15,2,2,2,64
12452,0,13,18,12,12,3,3,12,64,12,9,6,9,23,3,10,18,12,15,19
130581,0,64,15,3,2,14,18,1,12,3,26,23,18,15,17,11,2,3,14,18
161144,1,9,9,12,9,3,9,3,12,9,12,26,12,15,18,12,15,18,21,18
142259,0,12,14,3,2,15,1,3,26,13,23,12,18,2,14,3,64,3,15,2
175776,0,3,15,15,2,2,14,14,18,1,1,1,12,12,3,23,10,22,18,18
166097,1,9,12,9,3,12,3,12,9,3,9,9,12,9,3,21,3,12,9,3
6705,0,24,20,64,12,12,12,12,9,3,25,25,3,6,6,3,25,9,25,3
77097,0,2,64,12,9,3,2,14,13,9,12,9,3,24,20,21,19,19,19,64
59735,0,9,1,12,9,9,8,1,15,8,8,9,8,15,8,1,8,8,15,8
189012,0,21,3,14,15,9,12,2,2,2,12,9,2,2,2,2,2,15,3,15
60901,0,15,21,9,12,2,9,3,14,15,2,1,12,3,27,26,2,9,24,20
71483,0,150,12,6,3,15,14,3,2,6,1,12,3,9,15,12,23,6,18,15
